られや	動詞,接尾,*,*,一段,未然形・や挿入,られる,ラレヤ,ラレヤ
明らめや	動詞,自立,*,*,一段,未然形・や挿入,明らめる,アキラメヤ,アキラメヤ
打ち切れや	動詞,自立,*,*,一段,未然形・や挿入,打ち切れる,ウチキレヤ,ウチキレヤ
調えや	動詞,自立,*,*,一段,未然形・や挿入,調える,トトノエヤ,トトノエヤ
編めや	動詞,自立,*,*,一段,未然形・や挿入,編める,アメヤ,アメヤ
しょぼ濡れや	動詞,自立,*,*,一段,未然形・や挿入,しょぼ濡れる,ショボヌレヤ,ショボヌレヤ
捜し当てや	動詞,自立,*,*,一段,未然形・や挿入,捜し当てる,サガシアテヤ,サガシアテヤ
あざむけや	動詞,自立,*,*,一段,未然形・や挿入,あざむける,アザムケヤ,アザムケヤ
数え切れや	動詞,自立,*,*,一段,未然形・や挿入,数え切れる,カゾエキレヤ,カゾエキレヤ
紛れ込めや	動詞,自立,*,*,一段,未然形・や挿入,紛れ込める,マギレコメヤ,マギレコメヤ
闘えや	動詞,自立,*,*,一段,未然形・や挿入,闘える,タタカエヤ,タタカエヤ
方向付けや	動詞,自立,*,*,一段,未然形・や挿入,方向付ける,ホウコウヅケ,ホーコーズケヤ
刻み付けや	動詞,自立,*,*,一段,未然形・や挿入,刻み付ける,キザミツケヤ,キザミツケヤ
言い渡せや	動詞,自立,*,*,一段,未然形・や挿入,言い渡せる,イイワタセ,イーワタセヤ
捲し上げや	動詞,自立,*,*,一段,未然形・や挿入,捲し上げる,マクシアゲヤ,マクシアゲヤ
いきながらえや	動詞,自立,*,*,一段,未然形・や挿入,いきながらえる,イキナガラエヤ,イキナガラエヤ
適えや	動詞,自立,*,*,一段,未然形・や挿入,適える,カナエヤ,カナエヤ
とおりすぎや	動詞,自立,*,*,一段,未然形・や挿入,とおりすぎる,トオリスギ,トーリスギヤ
取り締まれや	動詞,自立,*,*,一段,未然形・や挿入,取り締まれる,トリシマレヤ,トリシマレヤ
乗越えや	動詞,自立,*,*,一段,未然形・や挿入,乗越える,ノリコエヤ,ノリコエヤ
入り乱れや	動詞,自立,*,*,一段,未然形・や挿入,入り乱れる,イリミダレヤ,イリミダレヤ
組伏せや	動詞,自立,*,*,一段,未然形・や挿入,組伏せる,クミフセヤ,クミフセヤ
うちきれや	動詞,自立,*,*,一段,未然形・や挿入,うちきれる,ウチキレヤ,ウチキレヤ
ききだせや	動詞,自立,*,*,一段,未然形・や挿入,ききだせる,キキダセヤ,キキダセヤ
よろこびあえや	動詞,自立,*,*,一段,未然形・や挿入,よろこびあえる,ヨロコビアエヤ,ヨロコビアエヤ
積重ねや	動詞,自立,*,*,一段,未然形・や挿入,積重ねる,ツミカサネヤ,ツミカサネヤ
しわがれや	動詞,自立,*,*,一段,未然形・や挿入,しわがれる,シワガレヤ,シワガレヤ
はきだせや	動詞,自立,*,*,一段,未然形・や挿入,はきだせる,ハキダセヤ,ハキダセヤ
みはからえや	動詞,自立,*,*,一段,未然形・や挿入,みはからえる,ミハカラエヤ,ミハカラエヤ
記せや	動詞,自立,*,*,一段,未然形・や挿入,記せる,シルセヤ,シルセヤ
振り払えや	動詞,自立,*,*,一段,未然形・や挿入,振り払える,フリハラエヤ,フリハラエヤ
詠じや	動詞,自立,*,*,一段,未然形・や挿入,詠じる,エイジヤ,エイジヤ
横たえや	動詞,自立,*,*,一段,未然形・や挿入,横たえる,ヨコタエヤ,ヨコタエヤ
ひきずりまわせや	動詞,自立,*,*,一段,未然形・や挿入,ひきずりまわせる,ヒキズリマワセヤ,ヒキズリマワセヤ
ついていけや	動詞,自立,*,*,一段,未然形・や挿入,ついていける,ツイテイケヤ,ツイテイケヤ
脅えや	動詞,自立,*,*,一段,未然形・や挿入,脅える,オビエヤ,オビエヤ
うけながせや	動詞,自立,*,*,一段,未然形・や挿入,うけながせる,ウケナガセヤ,ウケナガセヤ
さしつかえや	動詞,自立,*,*,一段,未然形・や挿入,さしつかえる,サシツカエヤ,サシツカエヤ
でむかえや	動詞,自立,*,*,一段,未然形・や挿入,でむかえる,デムカエヤ,デムカエヤ
立ち込めや	動詞,自立,*,*,一段,未然形・や挿入,立ち込める,タチコメヤ,タチコメヤ
組み上げや	動詞,自立,*,*,一段,未然形・や挿入,組み上げる,クミアゲヤ,クミアゲヤ
けせや	動詞,自立,*,*,一段,未然形・や挿入,けせる,ケセヤ,ケセヤ
乗あわせや	動詞,自立,*,*,一段,未然形・や挿入,乗あわせる,ノリアワセヤ,ノリアワセヤ
産み付けや	動詞,自立,*,*,一段,未然形・や挿入,産み付ける,ウミツケヤ,ウミツケヤ
枝垂れや	動詞,自立,*,*,一段,未然形・や挿入,枝垂れる,シダレヤ,シダレヤ
なかせや	動詞,自立,*,*,一段,未然形・や挿入,なかせる,ナカセヤ,ナカセヤ
めしよせや	動詞,自立,*,*,一段,未然形・や挿入,めしよせる,メシヨセヤ,メシヨセヤ
つみかさねや	動詞,自立,*,*,一段,未然形・や挿入,つみかさねる,ツミカサネヤ,ツミカサネヤ
心得えや	動詞,自立,*,*,一段,未然形・や挿入,心得える,ココロエヤ,ココロエヤ
取り違えや	動詞,自立,*,*,一段,未然形・や挿入,取り違える,トリチガエヤ,トリチガエヤ
落延びや	動詞,自立,*,*,一段,未然形・や挿入,落延びる,オチノビヤ,オチノビヤ
枯れや	動詞,自立,*,*,一段,未然形・や挿入,枯れる,カレヤ,カレヤ
つまだてや	動詞,自立,*,*,一段,未然形・や挿入,つまだてる,ツマダテヤ,ツマダテヤ
取り極めや	動詞,自立,*,*,一段,未然形・や挿入,取り極める,トリキメヤ,トリキメヤ
吹き上げや	動詞,自立,*,*,一段,未然形・や挿入,吹き上げる,フキアゲヤ,フキアゲヤ
かかわれや	動詞,自立,*,*,一段,未然形・や挿入,かかわれる,カカワレヤ,カカワレヤ
たくしあげや	動詞,自立,*,*,一段,未然形・や挿入,たくしあげる,タクシアゲヤ,タクシアゲヤ
壊れや	動詞,自立,*,*,一段,未然形・や挿入,壊れる,コワレヤ,コワレヤ
壊せや	動詞,自立,*,*,一段,未然形・や挿入,壊せる,コワセヤ,コワセヤ
通り抜けや	動詞,自立,*,*,一段,未然形・や挿入,通り抜ける,トオリヌケ,トーリヌケヤ
ひきだせや	動詞,自立,*,*,一段,未然形・や挿入,ひきだせる,ヒキダセヤ,ヒキダセヤ
冴えや	動詞,自立,*,*,一段,未然形・や挿入,冴える,サエヤ,サエヤ
手がけや	動詞,自立,*,*,一段,未然形・や挿入,手がける,テガケヤ,テガケヤ
やきつけや	動詞,自立,*,*,一段,未然形・や挿入,やきつける,ヤキツケヤ,ヤキツケヤ
顧みや	動詞,自立,*,*,一段,未然形・や挿入,顧みる,カエリミヤ,カエリミヤ
しあげや	動詞,自立,*,*,一段,未然形・や挿入,しあげる,シアゲヤ,シアゲヤ
折り返せや	動詞,自立,*,*,一段,未然形・や挿入,折り返せる,オリカエセヤ,オリカエセヤ
ゆるめや	動詞,自立,*,*,一段,未然形・や挿入,ゆるめる,ユルメヤ,ユルメヤ
引き裂けや	動詞,自立,*,*,一段,未然形・や挿入,引き裂ける,ヒキサケヤ,ヒキサケヤ
わきおこせや	動詞,自立,*,*,一段,未然形・や挿入,わきおこせる,ワキオコセヤ,ワキオコセヤ
撫でつけや	動詞,自立,*,*,一段,未然形・や挿入,撫でつける,ナデツケヤ,ナデツケヤ
打ち込めや	動詞,自立,*,*,一段,未然形・や挿入,打ち込める,ウチコメヤ,ウチコメヤ
跨げや	動詞,自立,*,*,一段,未然形・や挿入,跨げる,マタゲヤ,マタゲヤ
切れや	動詞,非自立,*,*,一段,未然形・や挿入,切れる,キレヤ,キレヤ
かもせや	動詞,自立,*,*,一段,未然形・や挿入,かもせる,カモセヤ,カモセヤ
けんじや	動詞,自立,*,*,一段,未然形・や挿入,けんじる,ケンジヤ,ケンジヤ
待ち設けや	動詞,自立,*,*,一段,未然形・や挿入,待ち設ける,マチモウケ,マチモーケヤ
住みつべや	動詞,自立,*,*,一段,未然形・や挿入,住みつべる,スミツベヤ,スミツベヤ
さしむけや	動詞,自立,*,*,一段,未然形・や挿入,さしむける,サシムケヤ,サシムケヤ
弁えや	動詞,自立,*,*,一段,未然形・や挿入,弁える,ワキマエヤ,ワキマエヤ
つくせや	動詞,自立,*,*,一段,未然形・や挿入,つくせる,ツクセヤ,ツクセヤ
すりつけや	動詞,自立,*,*,一段,未然形・や挿入,すりつける,スリツケヤ,スリツケヤ
死に絶えや	動詞,自立,*,*,一段,未然形・や挿入,死に絶える,シニタエヤ,シニタエヤ
切り忘れや	動詞,自立,*,*,一段,未然形・や挿入,切り忘れる,キリワスレヤ,キリワスレヤ
疲れや	動詞,自立,*,*,一段,未然形・や挿入,疲れる,ツカレヤ,ツカレヤ
いいあらそえや	動詞,自立,*,*,一段,未然形・や挿入,いいあらそえる,イイアラソエ,イーアラソエヤ
引き落とせや	動詞,自立,*,*,一段,未然形・や挿入,引き落とせる,ヒキオトセヤ,ヒキオトセヤ
あぐねや	動詞,自立,*,*,一段,未然形・や挿入,あぐねる,アグネヤ,アグネヤ
ふるいおとせや	動詞,自立,*,*,一段,未然形・や挿入,ふるいおとせる,フルイオトセヤ,フルイオトセヤ
たべや	動詞,自立,*,*,一段,未然形・や挿入,たべる,タベヤ,タベヤ
読み返せや	動詞,自立,*,*,一段,未然形・や挿入,読み返せる,ヨミカエセヤ,ヨミカエセヤ
拗ねや	動詞,自立,*,*,一段,未然形・や挿入,拗ねる,スネヤ,スネヤ
書分けや	動詞,自立,*,*,一段,未然形・や挿入,書分ける,カキワケヤ,カキワケヤ
さししめせや	動詞,自立,*,*,一段,未然形・や挿入,さししめせる,サシシメセヤ,サシシメセヤ
照りつけや	動詞,自立,*,*,一段,未然形・や挿入,照りつける,テリツケヤ,テリツケヤ
ゆだねや	動詞,自立,*,*,一段,未然形・や挿入,ゆだねる,ユダネヤ,ユダネヤ
ずれこめや	動詞,自立,*,*,一段,未然形・や挿入,ずれこめる,ズレコメヤ,ズレコメヤ
はせ参じや	動詞,自立,*,*,一段,未然形・や挿入,はせ参じる,ハセサンジヤ,ハセサンジヤ
眠りこけや	動詞,自立,*,*,一段,未然形・や挿入,眠りこける,ネムリコケヤ,ネムリコケヤ
封じ込めや	動詞,自立,*,*,一段,未然形・や挿入,封じ込める,フウジコメ,フージコメヤ
ゆでや	動詞,自立,*,*,一段,未然形・や挿入,ゆでる,ユデヤ,ユデヤ
蒸けや	動詞,自立,*,*,一段,未然形・や挿入,蒸ける,フケヤ,フケヤ
切り替えや	動詞,自立,*,*,一段,未然形・や挿入,切り替える,キリカエヤ,キリカエヤ
奪い合えや	動詞,自立,*,*,一段,未然形・や挿入,奪い合える,ウバイアエヤ,ウバイアエヤ
くもらせや	動詞,自立,*,*,一段,未然形・や挿入,くもらせる,クモラセヤ,クモラセヤ
とりまとめや	動詞,自立,*,*,一段,未然形・や挿入,とりまとめる,トリマトメヤ,トリマトメヤ
もちこめや	動詞,自立,*,*,一段,未然形・や挿入,もちこめる,モチコメヤ,モチコメヤ
ふるいわけや	動詞,自立,*,*,一段,未然形・や挿入,ふるいわける,フルイワケヤ,フルイワケヤ
ひろげや	動詞,自立,*,*,一段,未然形・や挿入,ひろげる,ヒロゲヤ,ヒロゲヤ
載せや	動詞,自立,*,*,一段,未然形・や挿入,載せる,ノセヤ,ノセヤ
こすれや	動詞,自立,*,*,一段,未然形・や挿入,こすれる,コスレヤ,コスレヤ
祓い清めや	動詞,自立,*,*,一段,未然形・や挿入,祓い清める,ハライキヨメヤ,ハライキヨメヤ
とけあえや	動詞,自立,*,*,一段,未然形・や挿入,とけあえる,トケアエヤ,トケアエヤ
いかけや	動詞,自立,*,*,一段,未然形・や挿入,いかける,イカケヤ,イカケヤ
消せや	動詞,自立,*,*,一段,未然形・や挿入,消せる,ケセヤ,ケセヤ
打ち出せや	動詞,自立,*,*,一段,未然形・や挿入,打ち出せる,ウチダセヤ,ウチダセヤ
退けや	動詞,自立,*,*,一段,未然形・や挿入,退ける,シリゾケヤ,シリゾケヤ
退けや	動詞,自立,*,*,一段,未然形・や挿入,退ける,ドケヤ,ドケヤ
退けや	動詞,自立,*,*,一段,未然形・や挿入,退ける,ノケヤ,ノケヤ
退けや	動詞,自立,*,*,一段,未然形・や挿入,退ける,ヒケヤ,ヒケヤ
架けや	動詞,自立,*,*,一段,未然形・や挿入,架ける,カケヤ,カケヤ
持ち帰れや	動詞,自立,*,*,一段,未然形・や挿入,持ち帰れる,モチカエレヤ,モチカエレヤ
聞き惚れや	動詞,自立,*,*,一段,未然形・や挿入,聞き惚れる,キキホレヤ,キキホレヤ
いらだてや	動詞,自立,*,*,一段,未然形・や挿入,いらだてる,イラダテヤ,イラダテヤ
吊せや	動詞,自立,*,*,一段,未然形・や挿入,吊せる,ツルセヤ,ツルセヤ
はりかえや	動詞,自立,*,*,一段,未然形・や挿入,はりかえる,ハリカエヤ,ハリカエヤ
きりさげや	動詞,自立,*,*,一段,未然形・や挿入,きりさげる,キリサゲヤ,キリサゲヤ
服せや	動詞,自立,*,*,一段,未然形・や挿入,服せる,フクセヤ,フクセヤ
差越えや	動詞,自立,*,*,一段,未然形・や挿入,差越える,サシコエヤ,サシコエヤ
走り抜けや	動詞,自立,*,*,一段,未然形・や挿入,走り抜ける,ハシリヌケヤ,ハシリヌケヤ
蹴立てや	動詞,自立,*,*,一段,未然形・や挿入,蹴立てる,ケタテヤ,ケタテヤ
老ぼれや	動詞,自立,*,*,一段,未然形・や挿入,老ぼれる,オイボレヤ,オイボレヤ
繰り返せや	動詞,自立,*,*,一段,未然形・や挿入,繰り返せる,クリカエセヤ,クリカエセヤ
問い掛けや	動詞,自立,*,*,一段,未然形・や挿入,問い掛ける,トイカケヤ,トイカケヤ
奪い取れや	動詞,自立,*,*,一段,未然形・や挿入,奪い取れる,ウバイトレヤ,ウバイトレヤ
回り込めや	動詞,自立,*,*,一段,未然形・や挿入,回り込める,マワリコメヤ,マワリコメヤ
しけや	動詞,自立,*,*,一段,未然形・や挿入,しける,シケヤ,シケヤ
はやしたてや	動詞,自立,*,*,一段,未然形・や挿入,はやしたてる,ハヤシタテヤ,ハヤシタテヤ
奉じや	動詞,自立,*,*,一段,未然形・や挿入,奉じる,ホウジ,ホージヤ
末枯れや	動詞,自立,*,*,一段,未然形・や挿入,末枯れる,スガレヤ,スガレヤ
末枯れや	動詞,自立,*,*,一段,未然形・や挿入,末枯れる,ウラガレヤ,ウラガレヤ
聞けや	動詞,自立,*,*,一段,未然形・や挿入,聞ける,キケヤ,キケヤ
取集めや	動詞,自立,*,*,一段,未然形・や挿入,取集める,トリアツメヤ,トリアツメヤ
悔いや	動詞,自立,*,*,一段,未然形・や挿入,悔いる,クイヤ,クイヤ
とれや	動詞,自立,*,*,一段,未然形・や挿入,とれる,トレヤ,トレヤ
踏ん切れや	動詞,自立,*,*,一段,未然形・や挿入,踏ん切れる,フンギレヤ,フンギレヤ
抜けや	動詞,自立,*,*,一段,未然形・や挿入,抜ける,ヌケヤ,ヌケヤ
あきや	動詞,自立,*,*,一段,未然形・や挿入,あきる,アキヤ,アキヤ
成し遂げや	動詞,自立,*,*,一段,未然形・や挿入,成し遂げる,ナシトゲヤ,ナシトゲヤ
呼びつけや	動詞,自立,*,*,一段,未然形・や挿入,呼びつける,ヨビツケヤ,ヨビツケヤ
おもいまどえや	動詞,自立,*,*,一段,未然形・や挿入,おもいまどえる,オモイマドエヤ,オモイマドエヤ
