引き込みゃ	動詞,自立,*,*,五段・マ行,基本縮約,引き込む,ヒキコミャ,ヒキコミャ
握り潰しゃ	動詞,自立,*,*,五段・サ行,基本縮約,握り潰す,ニギリツブシャ,ニギリツブシャ
たえいっ	動詞,自立,*,*,五段・ラ行,基本縮約,たえいる,タエイッ,タエイッ
さばけっ	動詞,自立,*,*,一段,基本縮約,さばける,サバケッ,サバケッ
おっ	動詞,非自立,*,*,五段・ラ行,基本縮約,おる,オッ,オッ
まきおこせっ	動詞,自立,*,*,一段,基本縮約,まきおこせる,マキオコセッ,マキオコセッ
はげおちっ	動詞,自立,*,*,一段,基本縮約,はげおちる,ハゲオチッ,ハゲオチッ
よめっ	動詞,自立,*,*,一段,基本縮約,よめる,ヨメッ,ヨメッ
かきぬけっ	動詞,自立,*,*,一段,基本縮約,かきぬける,カキヌケッ,カキヌケッ
打ち捨てっ	動詞,自立,*,*,一段,基本縮約,打ち捨てる,ウチステッ,ウチステッ
みやぶれっ	動詞,自立,*,*,一段,基本縮約,みやぶれる,ミヤブレッ,ミヤブレッ
受入れっ	動詞,自立,*,*,一段,基本縮約,受入れる,ウケイレッ,ウケイレッ
はなしあえっ	動詞,自立,*,*,一段,基本縮約,はなしあえる,ハナシアエッ,ハナシアエッ
迫り出しゃ	動詞,自立,*,*,五段・サ行,基本縮約,迫り出す,セリダシャ,セリダシャ
すすっ	動詞,自立,*,*,五段・ラ行,基本縮約,すする,ススッ,ススッ
見極めっ	動詞,自立,*,*,一段,基本縮約,見極める,ミキワメッ,ミキワメッ
畳み込みゃ	動詞,自立,*,*,五段・マ行,基本縮約,畳み込む,タタミコミャ,タタミコミャ
擦りむけっ	動詞,自立,*,*,一段,基本縮約,擦りむける,スリムケッ,スリムケッ
脱捨てっ	動詞,自立,*,*,一段,基本縮約,脱捨てる,ヌギステッ,ヌギステッ
訃げっ	動詞,自立,*,*,一段,基本縮約,訃げる,ツゲッ,ツゲッ
しずれっ	動詞,自立,*,*,一段,基本縮約,しずれる,シズレッ,シズレッ
取りなしゃ	動詞,自立,*,*,五段・サ行,基本縮約,取りなす,トリナシャ,トリナシャ
あたりちらしゃ	動詞,自立,*,*,五段・サ行,基本縮約,あたりちらす,アタリチラシャ,アタリチラシャ
取り落しゃ	動詞,自立,*,*,五段・サ行,基本縮約,取り落す,トリオトシャ,トリオトシャ
押し迫っ	動詞,自立,*,*,五段・ラ行,基本縮約,押し迫る,オシセマッ,オシセマッ
けぶっ	動詞,自立,*,*,五段・ラ行,基本縮約,けぶる,ケブッ,ケブッ
途絶えっ	動詞,自立,*,*,一段,基本縮約,途絶える,トダエッ,トダエッ
熔けっ	動詞,自立,*,*,一段,基本縮約,熔ける,トケッ,トケッ
かんがみっ	動詞,自立,*,*,一段,基本縮約,かんがみる,カンガミッ,カンガミッ
かけへだてっ	動詞,自立,*,*,一段,基本縮約,かけへだてる,カケヘダテッ,カケヘダテッ
あかちゃけっ	動詞,自立,*,*,一段,基本縮約,あかちゃける,アカチャケッ,アカチャケッ
懐きゃ	動詞,自立,*,*,五段・カ行イ音便,基本縮約,懐く,ナツキャ,ナツキャ
懐きゃ	動詞,自立,*,*,五段・カ行イ音便,基本縮約,懐く,イダキャ,イダキャ
来あわせっ	動詞,自立,*,*,一段,基本縮約,来あわせる,キアワセッ,キアワセッ
叱りつけっ	動詞,自立,*,*,一段,基本縮約,叱りつける,シカリツケッ,シカリツケッ
ながれあるきゃ	動詞,自立,*,*,五段・カ行イ音便,基本縮約,ながれあるく,ナガレアルキャ,ナガレアルキャ
伸び悩みゃ	動詞,自立,*,*,五段・マ行,基本縮約,伸び悩む,ノビナヤミャ,ノビナヤミャ
おえっ	動詞,自立,*,*,一段,基本縮約,おえる,オエッ,オエッ
験すっ	動詞,自立,*,*,サ変・−スル,基本縮約,験する,ケンスッ,ケンスッ
略すっ	動詞,自立,*,*,サ変・−スル,基本縮約,略する,ックスッ,ックスッ
追いすがっ	動詞,自立,*,*,五段・ラ行,基本縮約,追いすがる,オイスガッ,オイスガッ
かがめっ	動詞,自立,*,*,一段,基本縮約,かがめる,カガメッ,カガメッ
さうぞきゃ	動詞,自立,*,*,五段・カ行イ音便,基本縮約,さうぞく,サウゾキャ,ソーゾキャ
溶きほぐしゃ	動詞,自立,*,*,五段・サ行,基本縮約,溶きほぐす,トキホグシャ,トキホグシャ
すりきれっ	動詞,自立,*,*,一段,基本縮約,すりきれる,スリキレッ,スリキレッ
とりとめっ	動詞,自立,*,*,一段,基本縮約,とりとめる,トリトメッ,トリトメッ
立ち塞がっ	動詞,自立,*,*,五段・ラ行,基本縮約,立ち塞がる,タチフサガッ,タチフサガッ
たくみゃ	動詞,自立,*,*,五段・マ行,基本縮約,たくむ,タクミャ,タクミャ
便じっ	動詞,自立,*,*,一段,基本縮約,便じる,ベンジッ,ベンジッ
聘すっ	動詞,自立,*,*,サ変・−スル,基本縮約,聘する,ヘイスッ,ヘイスッ
破けっ	動詞,自立,*,*,一段,基本縮約,破ける,ヤブケッ,ヤブケッ
行き過ぎっ	動詞,自立,*,*,一段,基本縮約,行き過ぎる,イキスギッ,イキスギッ
行き過ぎっ	動詞,自立,*,*,一段,基本縮約,行き過ぎる,ユキスギッ,ユキスギッ
うきだしゃ	動詞,自立,*,*,五段・サ行,基本縮約,うきだす,ウキダシャ,ウキダシャ
ひくまっ	動詞,自立,*,*,五段・ラ行,基本縮約,ひくまる,ヒクマッ,ヒクマッ
恋い焦がれっ	動詞,自立,*,*,一段,基本縮約,恋い焦がれる,コイコガレッ,コイコガレッ
糊すっ	動詞,自立,*,*,サ変・−スル,基本縮約,糊する,ノリスッ,ノリスッ
すみかわっ	動詞,自立,*,*,五段・ラ行,基本縮約,すみかわる,スミカワッ,スミカワッ
死におくれっ	動詞,自立,*,*,一段,基本縮約,死におくれる,シニオクレッ,シニオクレッ
理っ	動詞,自立,*,*,五段・ラ行,基本縮約,理る,コトワッ,コトワッ
こと切れっ	動詞,自立,*,*,一段,基本縮約,こと切れる,コトキレッ,コトキレッ
採りあげっ	動詞,自立,*,*,一段,基本縮約,採りあげる,トリアゲッ,トリアゲッ
かけこめっ	動詞,自立,*,*,一段,基本縮約,かけこめる,カケコメッ,カケコメッ
倍すっ	動詞,自立,*,*,サ変・−スル,基本縮約,倍する,バイスッ,バイスッ
へこましゃ	動詞,自立,*,*,五段・サ行,基本縮約,へこます,ヘコマシャ,ヘコマシャ
燃えつきっ	動詞,自立,*,*,一段,基本縮約,燃えつきる,モエツキッ,モエツキッ
しゃ	動詞,接尾,*,*,五段・サ行,基本縮約,す,シャ,シャ
引っさげっ	動詞,自立,*,*,一段,基本縮約,引っさげる,ヒッサゲッ,ヒッサゲッ
破っ	動詞,自立,*,*,五段・ラ行,基本縮約,破る,ヤブッ,ヤブッ
へっ	動詞,自立,*,*,一段,基本縮約,へる,ヘッ,ヘッ
閉じ込めっ	動詞,自立,*,*,一段,基本縮約,閉じ込める,トジコメッ,トジコメッ
ひしぎゃ	動詞,自立,*,*,五段・ガ行,基本縮約,ひしぐ,ヒシギャ,ヒシギャ
つかれ果てっ	動詞,自立,*,*,一段,基本縮約,つかれ果てる,ツカレハテッ,ツカレハテッ
くろめっ	動詞,自立,*,*,一段,基本縮約,くろめる,クロメッ,クロメッ
たちかえっ	動詞,自立,*,*,五段・ラ行,基本縮約,たちかえる,タチカエッ,タチカエッ
かざっ	動詞,自立,*,*,五段・ラ行,基本縮約,かざる,カザッ,カザッ
酔いつぶれっ	動詞,自立,*,*,一段,基本縮約,酔いつぶれる,ヨイツブレッ,ヨイツブレッ
仕あがっ	動詞,自立,*,*,五段・ラ行,基本縮約,仕あがる,シアガッ,シアガッ
持ち込みゃ	動詞,自立,*,*,五段・マ行,基本縮約,持ち込む,モチコミャ,モチコミャ
嘆き暮しゃ	動詞,自立,*,*,五段・サ行,基本縮約,嘆き暮す,ナゲキクラシャ,ナゲキクラシャ
垂れっ	動詞,自立,*,*,一段,基本縮約,垂れる,タレッ,タレッ
あえっ	動詞,自立,*,*,一段,基本縮約,あえる,アエッ,アエッ
篩い落しゃ	動詞,自立,*,*,五段・サ行,基本縮約,篩い落す,フルイオトシャ,フルイオトシャ
いきとどきゃ	動詞,自立,*,*,五段・カ行イ音便,基本縮約,いきとどく,イキトドキャ,イキトドキャ
ぶつけっ	動詞,自立,*,*,一段,基本縮約,ぶつける,ブツケッ,ブツケッ
こみいっ	動詞,自立,*,*,五段・ラ行,基本縮約,こみいる,コミイッ,コミイッ
ゆずれっ	動詞,自立,*,*,一段,基本縮約,ゆずれる,ユズレッ,ユズレッ
うらびれっ	動詞,自立,*,*,一段,基本縮約,うらびれる,ウラビレッ,ウラビレッ
哮り立ちゃ	動詞,自立,*,*,五段・タ行,基本縮約,哮り立つ,タケリタチャ,タケリタチャ
くいさがっ	動詞,自立,*,*,五段・ラ行,基本縮約,くいさがる,クイサガッ,クイサガッ
上げっ	動詞,非自立,*,*,一段,基本縮約,上げる,アゲッ,アゲッ
回しゃ	動詞,自立,*,*,五段・サ行,基本縮約,回す,マワシャ,マワシャ
生れ変っ	動詞,自立,*,*,五段・ラ行,基本縮約,生れ変る,ウマレカワッ,ウマレカワッ
滅びゃ	動詞,自立,*,*,五段・バ行,基本縮約,滅ぶ,ホロビャ,ホロビャ
利しゃ	動詞,自立,*,*,五段・サ行,基本縮約,利す,リシャ,リシャ
ちらめきゃ	動詞,自立,*,*,五段・カ行イ音便,基本縮約,ちらめく,チラメキャ,チラメキャ
伍すっ	動詞,自立,*,*,サ変・−スル,基本縮約,伍する,ゴスッ,ゴスッ
たてかえっ	動詞,自立,*,*,一段,基本縮約,たてかえる,タテカエッ,タテカエッ
絶ちゃ	動詞,自立,*,*,五段・タ行,基本縮約,絶つ,タチャ,タチャ
透きとおっ	動詞,自立,*,*,五段・ラ行,基本縮約,透きとおる,スキトオッ,スキトーッ
布きゃ	動詞,自立,*,*,五段・カ行イ音便,基本縮約,布く,シキャ,シキャ
とがっ	動詞,自立,*,*,五段・ラ行,基本縮約,とがる,トガッ,トガッ
こなれっ	動詞,自立,*,*,一段,基本縮約,こなれる,コナレッ,コナレッ
とっちめっ	動詞,自立,*,*,一段,基本縮約,とっちめる,トッチメッ,トッチメッ
ふめっ	動詞,自立,*,*,一段,基本縮約,ふめる,フメッ,フメッ
出しゃ	動詞,非自立,*,*,五段・サ行,基本縮約,出す,ダシャ,ダシャ
おしかくしゃ	動詞,自立,*,*,五段・サ行,基本縮約,おしかくす,オシカクシャ,オシカクシャ
こぐらかっ	動詞,自立,*,*,五段・ラ行,基本縮約,こぐらかる,コグラカッ,コグラカッ
突っ切っ	動詞,自立,*,*,五段・ラ行,基本縮約,突っ切る,ツッキッ,ツッキッ
締め出しゃ	動詞,自立,*,*,五段・サ行,基本縮約,締め出す,シメダシャ,シメダシャ
のぞめっ	動詞,自立,*,*,一段,基本縮約,のぞめる,ノゾメッ,ノゾメッ
読み破っ	動詞,自立,*,*,五段・ラ行,基本縮約,読み破る,ヨミヤブッ,ヨミヤブッ
弛めっ	動詞,自立,*,*,一段,基本縮約,弛める,ユルメッ,ユルメッ
仰ぎゃ	動詞,自立,*,*,五段・ガ行,基本縮約,仰ぐ,アオギャ,アオギャ
ねじ切っ	動詞,自立,*,*,五段・ラ行,基本縮約,ねじ切る,ネジキッ,ネジキッ
迸っ	動詞,自立,*,*,五段・ラ行,基本縮約,迸る,ホトバシッ,ホトバシッ
かちほこっ	動詞,自立,*,*,五段・ラ行,基本縮約,かちほこる,カチホコッ,カチホコッ
有り得っ	動詞,自立,*,*,一段,基本縮約,有り得る,アリエッ,アリエッ
掻き消えっ	動詞,自立,*,*,一段,基本縮約,掻き消える,カキキエッ,カキキエッ
よみくだしゃ	動詞,自立,*,*,五段・サ行,基本縮約,よみくだす,ヨミクダシャ,ヨミクダシャ
煎じつめっ	動詞,自立,*,*,一段,基本縮約,煎じつめる,センジツメッ,センジツメッ
泣き腫らしゃ	動詞,自立,*,*,五段・サ行,基本縮約,泣き腫らす,ナキハラシャ,ナキハラシャ
貶すっ	動詞,自立,*,*,サ変・−スル,基本縮約,貶する,ヘンスッ,ヘンスッ
突飛ばしゃ	動詞,自立,*,*,五段・サ行,基本縮約,突飛ばす,ツキトバシャ,ツキトバシャ
とぎれっ	動詞,自立,*,*,一段,基本縮約,とぎれる,トギレッ,トギレッ
明らみゃ	動詞,自立,*,*,五段・マ行,基本縮約,明らむ,アカラミャ,アカラミャ
あさっ	動詞,自立,*,*,五段・ラ行,基本縮約,あさる,アサッ,アサッ
待ちかまえっ	動詞,自立,*,*,一段,基本縮約,待ちかまえる,マチカマエッ,マチカマエッ
したがえっ	動詞,自立,*,*,一段,基本縮約,したがえる,シタガエッ,シタガエッ
畳めっ	動詞,自立,*,*,一段,基本縮約,畳める,タタメッ,タタメッ
呼び戻しゃ	動詞,自立,*,*,五段・サ行,基本縮約,呼び戻す,ヨビモドシャ,ヨビモドシャ
打上げっ	動詞,自立,*,*,一段,基本縮約,打上げる,ウチアゲッ,ウチアゲッ
言放ちゃ	動詞,自立,*,*,五段・タ行,基本縮約,言放つ,イイハナチャ,イーハナチャ
抱き込めっ	動詞,自立,*,*,一段,基本縮約,抱き込める,ダキコメッ,ダキコメッ
そめあがっ	動詞,自立,*,*,五段・ラ行,基本縮約,そめあがる,ソメアガッ,ソメアガッ
若返れっ	動詞,自立,*,*,一段,基本縮約,若返れる,ワカガエレッ,ワカガエレッ
つかいこなしゃ	動詞,自立,*,*,五段・サ行,基本縮約,つかいこなす,ツカイコナシャ,ツカイコナシャ
泣き沈みゃ	動詞,自立,*,*,五段・マ行,基本縮約,泣き沈む,ナキシズミャ,ナキシズミャ
釈けっ	動詞,自立,*,*,一段,基本縮約,釈ける,トケッ,トケッ
跳びつきゃ	動詞,自立,*,*,五段・カ行イ音便,基本縮約,跳びつく,トビツキャ,トビツキャ
きたえあげっ	動詞,自立,*,*,一段,基本縮約,きたえあげる,キタエアゲッ,キタエアゲッ
うけとれっ	動詞,自立,*,*,一段,基本縮約,うけとれる,ウケトレッ,ウケトレッ
ねじまげっ	動詞,自立,*,*,一段,基本縮約,ねじまげる,ネジマゲッ,ネジマゲッ
割り引けっ	動詞,自立,*,*,一段,基本縮約,割り引ける,ワリビケッ,ワリビケッ
陥っ	動詞,自立,*,*,五段・ラ行,基本縮約,陥る,オチイッ,オチイッ
沸きあがっ	動詞,自立,*,*,五段・ラ行,基本縮約,沸きあがる,ワキアガッ,ワキアガッ
嘶えっ	動詞,自立,*,*,一段,基本縮約,嘶える,イバエッ,イバエッ
立ち向かえっ	動詞,自立,*,*,一段,基本縮約,立ち向かえる,タチムカエッ,タチムカエッ
引き降ろせっ	動詞,自立,*,*,一段,基本縮約,引き降ろせる,ヒキオロセッ,ヒキオロセッ
替っ	動詞,自立,*,*,五段・ラ行,基本縮約,替る,カワッ,カワッ
よみかえしゃ	動詞,自立,*,*,五段・サ行,基本縮約,よみかえす,ヨミカエシャ,ヨミカエシャ
ひきちぎれっ	動詞,自立,*,*,一段,基本縮約,ひきちぎれる,ヒキチギレッ,ヒキチギレッ
弔えっ	動詞,自立,*,*,一段,基本縮約,弔える,トムラエッ,トムラエッ
汗すっ	動詞,自立,*,*,サ変・−スル,基本縮約,汗する,アセスッ,アセスッ
窪まっ	動詞,自立,*,*,五段・ラ行,基本縮約,窪まる,クボマッ,クボマッ
配すっ	動詞,自立,*,*,サ変・−スル,基本縮約,配する,ハイスッ,ハイスッ
せせっ	動詞,自立,*,*,五段・ラ行,基本縮約,せせる,セセッ,セセッ
褪めっ	動詞,自立,*,*,一段,基本縮約,褪める,サメッ,サメッ
さえ返っ	動詞,自立,*,*,五段・ラ行,基本縮約,さえ返る,サエカエッ,サエカエッ
よみゃ	動詞,自立,*,*,五段・マ行,基本縮約,よむ,ヨミャ,ヨミャ
すがりつきゃ	動詞,自立,*,*,五段・カ行イ音便,基本縮約,すがりつく,スガリツキャ,スガリツキャ
験しゃ	動詞,自立,*,*,五段・サ行,基本縮約,験す,タメシャ,タメシャ
まきゃ	動詞,自立,*,*,五段・カ行イ音便,基本縮約,まく,マキャ,マキャ
たくらみゃ	動詞,自立,*,*,五段・マ行,基本縮約,たくらむ,タクラミャ,タクラミャ
みたてっ	動詞,自立,*,*,一段,基本縮約,みたてる,ミタテッ,ミタテッ
思い浮かべっ	動詞,自立,*,*,一段,基本縮約,思い浮かべる,オモイウカベッ,オモイウカベッ
焚きつけっ	動詞,自立,*,*,一段,基本縮約,焚きつける,タキツケッ,タキツケッ
作れっ	動詞,自立,*,*,一段,基本縮約,作れる,ツクレッ,ツクレッ
のびあがっ	動詞,自立,*,*,五段・ラ行,基本縮約,のびあがる,ノビアガッ,ノビアガッ
